epoch,lr_backbone,lr_main,solver_strength,train_total,train_count,train_flat_dm16,train_allocation,train_dm16,train_dm32,train_dm64,train_cell,train_region_nb,train_hurdle_bce,train_trunc_nb,train_kd_total,train_kd_spatial,train_kd_count,region_mu_mean,region_dispersion_mean,region_dispersion_p10,region_dispersion_p50,region_dispersion_p90,region_weight_mean,region_weight_std,region_weight_min,region_weight_max,solver_weight_mean,solver_weight_std,weight_clip_low_fraction,weight_clip_high_fraction,solver_energy_before,solver_energy_after,solver_energy_reduction,weight_mean_32,weight_mean_64,weight_mean_128,val_mae,val_rmse,val_nae,val_bias,val_game0,val_game1,val_game2,val_game3,val_mae_sparse,val_mae_moderate,val_mae_dense,pearson_rate_var_error,spearman_rate_var_error,spearman_weight_error,spearman_pred_weight_error,spearman_rate_var_error_32,spearman_rate_var_error_64,spearman_rate_var_error_128,mean_std_residual,coverage_50,coverage_80,coverage_95,calib_gap_50,calib_gap_80,calib_gap_95,dispersion_sat_low_fraction,dispersion_sat_high_fraction,solver_help_fraction,solver_harm_fraction,energy_monotonic_fraction,mae_reg_y0,mae_reg_y1,mae_reg_y2
1,2.0000000000000003e-06,2e-05,0.0,24.136219230858057,19.10066437076878,3.7547377702352165,3.7547377702352165,3.7547377702352165,0.0,0.0,0.24664497778222366,6.095778800345756,0.0,0.0,0.0,0.0,0.0,2.189210472880183,49.93026836498363,49.80937194824219,49.9067497253418,50.00431823730469,1.0,0.004684489220380783,0.9577941298484802,1.033636212348938,1.0,0.004684489220380783,0.0,0.0,0.01548139745923313,0.01548139745923313,0.0,1.0000000032218728,0.9999999983890636,0.9999999935562546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4.000000000000001e-06,4e-05,0.0,24.357185312219567,19.321140392406566,3.749094750430133,3.749094750430133,3.749094750430133,0.0,0.0,0.24717853560641007,6.125777895386155,0.0,0.0,0.0,0.0,0.0,2.1933608248427108,49.58655135695999,49.421749114990234,49.61518478393555,49.80937194824219,0.9999999403953552,0.004963739309459925,0.9394223093986511,1.0304739475250244,0.9999999403953552,0.004963739309459925,0.0,0.0,0.015251492527691094,0.015251492527691094,0.0,1.0000000032218728,1.0000000032218728,0.9999999967781273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,6e-06,6e-05,0.0,24.1628664893073,19.140590281099886,3.7351893025475578,3.7351893025475578,3.7351893025475578,0.0,0.0,0.2468358012470039,6.126889454351889,0.0,0.0,0.0,0.0,0.0,2.2001032249347583,49.023109229835306,48.56059646606445,49.037147521972656,49.421749114990234,1.0000001192092896,0.005562581121921539,0.9450322985649109,1.0303081274032593,1.0000001192092896,0.005562581121921539,0.0,0.0,0.01543422876479658,0.01543422876479658,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8.000000000000001e-06,8e-05,0.0,23.27328127783698,18.296256039593672,3.74077388402578,3.74077388402578,3.74077388402578,0.0,0.0,0.24542144665846954,5.874480170172614,0.0,0.0,0.0,0.0,0.0,2.2097665103706152,48.07293185672245,47.250762939453125,48.18269729614258,48.75066375732422,1.0,0.007311366498470306,0.9218218922615051,1.0353447198867798,1.0,0.007311366498470306,0.0,0.0,0.0163306064299635,0.0163306064299635,0.0,1.0000000128874909,1.0000000128874909,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1e-05,0.0001,0.0,23.444595440013988,18.492994772421348,3.681129094716665,3.681129094716665,3.681129094716665,0.0,0.0,0.24629378479880257,6.044491368371087,0.0,0.0,0.0,0.0,0.0,2.2689482134741707,45.90513311850058,43.870845794677734,46.24643325805664,47.62135314941406,1.0,0.020196285098791122,0.7595338225364685,1.0717909336090088,1.0,0.020196285098791122,0.0,0.0,0.029433639267006435,0.029433639267006435,0.0,1.0000000032218728,1.0000000080546818,0.9999999967781273,299.9737278026539,395.45496847474215,1.107796228943346,88.50432771116823,299.9737282923914,393.2568107321027,464.9315127509979,512.9822129759295,349.0094767979213,270.4663106637408,375.26082710597825,0.03225302772289038,0.3037544939164651,-0.3379612107857777,-0.3379612107857777,0.43634210216358854,0.14924411447903918,0.05800082625301998,1.3574662667850892,0.7282845577410583,0.7616235340000557,0.8326408249243027,0.22828455774105827,-0.038376465999944376,-0.11735917507569726,0.0,0.0,0.6373626373626373,0.3626373626373626,1.0,2.3659023950388143,2.3399252790016134,2.3394794202112887
6,1e-05,0.0001,0.05,22.76293236500508,17.924399401690508,3.713439818975088,3.713439818975088,3.713439818975088,0.0,0.0,0.24642416391823743,5.3174346073253735,0.0,0.0,0.0,0.0,0.0,2.3827172485557764,42.468672159555794,38.11565017700195,43.359737396240234,45.70764923095703,1.0,0.059314221143722534,0.33095160126686096,1.1925052404403687,1.0,0.059314221143722534,0.0,0.0,0.17214189741659808,0.10212392621749156,0.40674566883422375,1.0000000064437453,1.0000000128874909,0.9999999967781273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,9.999975077406627e-06,9.999975077406626e-05,0.1,21.556558016184216,16.897087058505498,3.7036589545172616,3.7036589545172616,3.7036589545172616,0.0,0.0,0.2441502016138386,4.473872951559119,0.0,0.0,0.0,0.0,0.0,2.506571183333526,39.769196072140254,30.626787185668945,42.02569580078125,45.08699035644531,1.0000861883163452,0.14049559831619263,0.25,1.3720301389694214,1.0000861883163452,0.14049559831619263,0.001485392274865959,0.0,1.1486679371949788,0.4276810890516719,0.6276721276855176,1.0000728690946423,1.0001566667814512,1.0000242478138692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9.999900309874961e-06,9.999900309874961e-05,0.15,19.23334418116389,14.761333594451079,3.6430072913298734,3.6430072913298734,3.6430072913298734,0.0,0.0,0.24162097396077337,3.8429896058263004,0.0,0.0,0.0,0.0,0.0,2.527103359634812,39.46519057815139,24.561296463012695,43.022308349609375,46.70027160644531,1.0017646551132202,0.21579888463020325,0.25,1.6921929121017456,1.0017646551132202,0.21579888463020325,0.018120144435933908,0.0,3.983899941315522,1.1022228743578937,0.7233306833519697,1.001594462910214,1.0025952764459558,1.0012927731952153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.999775698150361e-06,9.999775698150361e-05,0.2,15.944480200071592,11.64009310748126,3.588941548321698,3.588941548321698,3.588941548321698,0.0,0.0,0.2358114280410715,3.282463859867405,0.0,0.0,0.0,0.0,0.0,2.533183735770148,39.312931060791016,20.28264617919922,43.78524398803711,47.714454650878906,1.005221962928772,0.2675228416919708,0.25,1.9798181056976318,1.005221962928772,0.2675228416919708,0.03866396761133603,0.0,11.22470694619256,2.246328882268957,0.7998763893759457,1.0048431705784153,1.006871265334052,1.0050775295979268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,9.999601243475088e-06,9.999601243475088e-05,0.25,14.020068245965081,9.783886071797964,3.5870363132373706,3.5870363132373706,3.5870363132373706,0.0,0.0,0.23241170878345901,2.9552145390897184,0.0,0.0,0.0,0.0,0.0,2.4825735639881445,37.686083716315196,17.7947998046875,42.190181732177734,46.79157257080078,1.0072847604751587,0.30048635601997375,0.25,2.2616801261901855,1.0072847604751587,0.30048635601997375,0.048566582777109096,0.0,19.038802030924206,2.7710281674926347,0.8544536487646791,1.0068821745949823,1.0090129472113945,1.0072466199462478,301.9983147422036,397.2606462462286,1.1195726395093497,93.14725703983517,301.9983125617574,395.160262203808,466.74577546087676,515.0690844616573,351.8749476841518,273.87825887517414,373.266809878142,0.03484648056974746,0.36719179105062244,-0.40457165698632036,-0.40457165698632036,0.502777168762811,0.32446551983558863,0.24893794253120594,1.355814144341147,0.7288567075457345,0.7619406807082657,0.832782255213099,0.2288567075457345,-0.03805931929173434,-0.11721774478690095,0.0,0.0,0.41208791208791207,0.5879120879120879,1.0,2.3473791787912557,2.347453664292346,2.3471586949877685
