epoch,lr_backbone,lr_main,solver_strength,train_total,train_count,train_flat_dm16,train_allocation,train_dm16,train_dm32,train_dm64,train_cell,train_region_nb,train_hurdle_bce,train_trunc_nb,train_curvature,train_hard_bg,train_fg_bce,train_scale_align,train_kd_total,train_kd_spatial,train_kd_count,region_mu_mean,region_dispersion_mean,region_dispersion_p10,region_dispersion_p50,region_dispersion_p90,region_weight_mean,region_weight_std,region_weight_min,region_weight_max,solver_weight_mean,solver_weight_std,weight_clip_low_fraction,weight_clip_high_fraction,solver_energy_before,solver_energy_after,solver_energy_reduction,weight_mean_16,weight_mean_32,weight_mean_64,weight_mean_64_32,weight_mean_128,scale_pi_16,scale_pi_32,scale_pi_64,scale_pi_64_32,scale_pi_128,val_mae,val_rmse,val_nae,val_bias,val_game0,val_game1,val_game2,val_game3,val_mae_sparse,val_mae_moderate,val_mae_dense,pearson_rate_var_error,spearman_rate_var_error,spearman_weight_error,spearman_pred_weight_error,spearman_rate_var_error_16,spearman_rate_var_error_32,spearman_rate_var_error_64,spearman_rate_var_error_128,mean_std_residual,coverage_50,coverage_80,coverage_95,calib_gap_50,calib_gap_80,calib_gap_95,dispersion_sat_low_fraction,dispersion_sat_high_fraction,solver_help_fraction,solver_harm_fraction,energy_monotonic_fraction,mae_reg_y0,mae_reg_y1,mae_reg_y2,curvature_alpha,effective_curvature
1,1.0000000000000002e-06,1e-05,0.0,24.777624156024004,18.78104289802345,3.755929102768769,3.755929102768769,3.755929102768769,0.0,0.0,0.33146039376387726,5.931440160081193,0.17327588595248558,4.055794200381717,0.07749551725951401,0.00027751119105724265,0.0,0.6596376138764459,0.0,0.0,0.0,2.1251369940268026,50.00424338675834,50.00431823730469,50.00431823730469,50.00431823730469,0.9999998211860657,0.007194482255727053,0.9210593700408936,1.0193266868591309,0.33305874466896057,0.00247169635258615,0.0,0.0,0.0,0.0,0.0,1.0,0.3329947792194985,0.3331595103482942,1.0,0.33385059479120616,0.0,0.33299429916046763,0.33315953934514847,0.0,0.3338461647162566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2.0000000000000003e-06,2e-05,0.0,24.756268733256572,18.775949014199746,3.774054836582493,3.774054836582493,3.774054836582493,0.0,0.0,0.3324387444032205,5.826800565461855,0.17323773857709523,3.9855113673854516,0.07810381870414759,0.0002760423372524816,0.0,0.6576167941093445,0.0,0.0,0.0,2.1275252136024267,49.948959453685866,49.9067497253418,49.9067497253418,50.00431823730469,1.0000001192092896,0.006973049137741327,0.926264762878418,1.0184656381607056,0.33203840255737305,0.002774647669866681,0.0,0.0,0.0,0.0,0.0,1.0,0.3317151730125015,0.3326291804378097,1.0,0.3356669810978142,0.0,0.3317168475808324,0.3326328662601677,0.0,0.33565029340821345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3e-06,3e-05,0.0,24.180009377969277,18.204169428026354,3.8100457706966915,3.8100457706966915,3.8100457706966915,0.0,0.0,0.3329397673542435,5.687668130204484,0.17317156292296745,3.922702715203569,0.07871814781950938,0.0002712751117320983,0.0,0.6468121941025192,0.0,0.0,0.0,2.1334937005429655,49.76912720138962,49.71218490600586,49.71218490600586,49.9067497253418,0.9999997615814209,0.006369154434651136,0.9147871136665344,1.0177028179168701,0.32981106638908386,0.00374737405218184,0.0,0.0,0.0,0.0,0.0,1.0,0.32890815187144923,0.3315402164652541,1.0,0.3395793341301583,0.0,0.3289135638121012,0.3315528405679239,0.0,0.33953360045278397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.000000000000001e-06,4e-05,0.0,25.778932107461465,19.74674315065951,3.8305716901212126,3.8305716901212126,3.8305716901212126,0.0,0.0,0.332961515800373,5.837861086871173,0.17307056567153414,3.949806071616508,0.07976556760636536,0.00026526929798057755,0.0,0.6467660746058902,0.0,0.0,0.0,2.1398371941334493,49.62221052839949,49.518367767333984,49.61518478393555,49.71218490600586,1.0000001192092896,0.005638642702251673,0.9389071464538574,1.017377495765686,0.32757121324539185,0.004845989868044853,0.0,0.0,0.0,0.0,0.0,1.0,0.3261891756508801,0.32990761222066106,1.0,0.3439475765099397,0.0,0.3261997135909828,0.32993354346301107,0.0,0.3438667389186653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5e-06,5e-05,0.0,24.891832557884424,18.915890075064993,3.7838382012135274,3.7838382012135274,3.7838382012135274,0.0,0.0,0.33221345978814204,5.7559695179398,0.17302629714076584,3.9845680674991093,0.08057117270859512,0.00026171300969262784,0.0,0.6469622512121458,0.0,0.0,0.0,2.1480815410614014,49.36727018614073,49.133018493652344,49.3253173828125,49.518367767333984,1.0000001192092896,0.005120694637298584,0.9361824989318848,1.0221179723739624,0.3244582414627075,0.006745781283825636,0.0,0.0,0.0,0.0,0.0,1.0,0.3224284495856311,0.327548758403675,1.0,0.35007591666402044,0.0,0.3224385171323209,0.32758432868364695,0.0,0.34997715418403214,250.69304830949386,377.0756477770018,0.6561712833667543,-127.40450762654399,250.69304933485952,321.6238888000072,385.478481070636,421.8052520564005,187.1378391810826,141.37478007826695,566.9309410426928,0.03739697769941509,0.2519341441084011,0.27494610985431545,0.29700738752577416,0.0,0.3391653652595777,0.2910110715412879,0.18290663762954817,1.3909147239893385,0.7364698985013375,0.7828038547506504,0.8314096222197794,0.23646989850133748,-0.017196145249349648,-0.11859037778022052,0.0,0.0,0.5164835164835165,0.4835164835164835,1.0,2.3340681869905073,2.275966375411212,2.232997334265447,-8.000418663024902,0.0003352660278324038
6,6e-06,6e-05,0.05,24.867329752123034,18.87869151862892,3.7674943434225545,3.7674943434225545,3.7678880304903597,0.0,0.0,0.3347910819826899,5.832465906400938,0.17281366159787048,4.050127615799775,0.08008515633441307,0.00022824005360677334,0.0,0.6376871321652386,0.0,0.0,0.0,2.170458613215266,48.89379418862833,48.56059646606445,48.94146728515625,49.22907257080078,1.0000001192092896,0.004354418255388737,0.9477658271789551,1.026923418045044,0.3260285556316376,0.007136767264455557,0.0,0.0,1.6841863554877203,0.8195220022588163,0.5134018277796268,1.0,0.3256036647268244,0.3221155767505233,1.0,0.35232946357211553,0.0,0.32560831711098953,0.3221800085660574,0.0,0.3522116711010804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7e-06,7e-05,0.1,25.66067226513012,19.685154554006214,3.812830905656557,3.812830905656557,3.8140881061553955,0.0,0.0,0.33247963560594096,5.769409727405858,0.17268785149664492,3.823058308781804,0.07967840658651816,0.0002145363384467625,0.0,0.6552929459391413,0.0,0.0,0.0,2.209611989356376,48.17612838745117,47.62135314941406,48.18269729614258,48.65553665161133,0.9999999403953552,0.006588703952729702,0.9571565389633179,1.0750759840011597,0.3376999795436859,0.013747387565672398,0.0,0.0,1.6474610567092896,0.4574029292609241,0.7223588822338778,1.0,0.3431832572898349,0.312929065646352,1.0,0.3439051017567918,0.0,0.343120930162636,0.3130337483174092,0.0,0.34384532876916835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.000000000000001e-06,8e-05,0.15,26.680756104959023,20.692518298690384,3.773993447020247,3.773993447020247,3.7763096770724736,0.0,0.0,0.3350353265130842,5.923235403524862,0.1725180656523318,3.91710276217074,0.07775090896600001,0.00021648582352665126,0.0,0.6832440559928482,0.0,0.0,0.0,2.285202644966744,46.875255687816725,45.7970085144043,46.974708557128906,47.807735443115234,0.9999999403953552,0.015889614820480347,0.9342554211616516,1.2291005849838257,0.35576072335243225,0.03174969553947449,0.0,0.0,1.5824997779485341,0.30931235729037104,0.8045419268928135,1.0,0.37021755366712006,0.2995673627466769,1.0,0.33026220830711156,0.0,0.369953089469188,0.2997501258914535,0.0,0.3302967846393585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9e-06,9e-05,0.2,26.126574645171296,20.20190379426286,3.794967541823516,3.794967541823516,3.7968387603759766,0.0,0.0,0.3346156171850256,5.682904597875234,0.17257810927726128,3.7283539836471147,0.07748000927873559,0.0002258620928891154,0.0,0.7146803623921162,0.0,0.0,0.0,2.400986420141684,44.5350156217008,42.77096176147461,44.73611831665039,46.066139221191406,1.0000001192092896,0.03626905381679535,0.8559303283691406,1.4110461473464966,0.3763226270675659,0.05321499705314636,0.0,0.0,1.2691600580473203,0.21961870668707667,0.8269574390601502,1.0,0.40085825887886256,0.2850624693406595,1.0,0.3141760149517575,0.0,0.40004546014038295,0.28551196407627416,0.0,0.31444257175600204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1e-05,0.0001,0.25,23.721750491374248,18.02508532034384,3.7754353639241813,3.7754353639241813,3.770898490338712,0.0,0.0,0.33229638193104716,5.176670080906636,0.17257702954717585,3.193576403566309,0.07542217542996278,0.0002776202199055587,0.0,0.7467075521881515,0.0,0.0,0.0,2.627363681793213,40.895912479709935,37.01518249511719,41.45503616333008,44.04254913330078,1.0,0.11075612157583237,0.696943998336792,2.4688446521759033,0.39446625113487244,0.09251586347818375,0.0,0.0,0.89562996658119,0.158236507225681,0.8233237909293015,1.0,0.42737455384151357,0.27471071803891983,1.0,0.29895896686090007,0.0,0.42450767674961604,0.275855307643478,0.0,0.299637020439715,250.62551146287186,376.6183626699435,0.6585291507720951,-125.67435937399392,250.62551127384918,321.8515764390773,385.88770896876036,422.3762216717087,188.33440562656946,141.95405463285223,564.8571565047554,0.036364864734365135,0.27673677714733225,0.14916297625537764,0.3193293110753243,0.0,0.3771428273903354,0.28352495021521623,0.15610015679530953,1.3864662546393025,0.7214099886409439,0.7679271554725001,0.8324356014803415,0.22140998864094386,-0.03207284452749992,-0.1175643985196585,0.0,0.0,0.5164835164835165,0.4835164835164835,1.0,2.334430163378244,2.2763452444757735,2.233334331394552,-8.0,0.00033540636650286615
