epoch,lr_backbone,lr_main,solver_strength,train_total,train_count,train_flat_dm16,train_allocation,train_dm16,train_dm32,train_dm64,train_cell,train_region_nb,train_hurdle_bce,train_trunc_nb,train_curvature,train_hard_bg,train_fg_bce,train_scale_align,train_cell_carrier,train_cell_fine,train_kd_total,train_kd_spatial,train_kd_count,region_mu_mean,region_dispersion_mean,region_dispersion_p10,region_dispersion_p50,region_dispersion_p90,region_weight_mean,region_weight_std,region_weight_min,region_weight_max,solver_weight_mean,solver_weight_std,weight_clip_low_fraction,weight_clip_high_fraction,solver_energy_before,solver_energy_after,solver_energy_reduction,weight_mean_16,weight_mean_32,weight_mean_64,weight_mean_64_32,weight_mean_128,scale_pi_16,scale_pi_32,scale_pi_64,scale_pi_64_32,scale_pi_128,val_mae,val_rmse,val_nae,val_bias,val_game0,val_game1,val_game2,val_game3,val_mae_sparse,val_mae_moderate,val_mae_dense,pearson_rate_var_error,spearman_rate_var_error,spearman_weight_error,spearman_pred_weight_error,spearman_rate_var_error_16,spearman_rate_var_error_32,spearman_rate_var_error_64,spearman_rate_var_error_128,mean_std_residual,coverage_50,coverage_80,coverage_95,calib_gap_50,calib_gap_80,calib_gap_95,dispersion_sat_low_fraction,dispersion_sat_high_fraction,solver_help_fraction,solver_harm_fraction,energy_monotonic_fraction,mae_reg_y0,mae_reg_y1,mae_reg_y2,curvature_alpha,effective_curvature
1,1.0000000000000002e-06,1e-05,0.0,24.78863437755688,18.781021865638525,3.7559304108490816,3.7559304108490816,3.7559304108490816,0.0,0.0,0.331460425177136,5.931431164612642,0.1732759326696396,4.052831153611879,0.07749557072246396,0.00027751025344194795,0.0,0.6596402107058345,0.0,0.0,0.0,0.0,0.0,2.1253328967738794,50.00423338606551,50.00431823730469,50.00431823730469,50.00431823730469,0.9999998211860657,0.007169001270085573,0.9209137558937073,1.0191497802734375,0.33306002616882324,0.002462717005982995,0.0,0.0,0.0,0.0,0.0,1.0,0.33299628705591766,0.3331604535515244,1.0,0.333848126031257,0.0,0.33299581102422765,0.3331604769101014,0.0,0.33384371689847997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2.0000000000000003e-06,2e-05,0.0,24.77826734491297,18.77589596928777,3.7740555518382304,3.7740555518382304,3.7740555518382304,0.0,0.0,0.33243898684914047,5.826716622790775,0.17323799672964457,4.037268793260729,0.0781038709588953,0.00027603173244593516,0.0,0.6576268946802294,0.0,0.0,0.0,0.0,0.0,2.1284978325302535,49.94644010389173,49.9067497253418,49.9067497253418,50.00431823730469,0.9999998211860657,0.006851214449852705,0.9293022751808167,1.0181605815887451,0.3320424258708954,0.002734189620241523,0.0,0.0,0.0,0.0,0.0,1.0,0.3317191955205557,0.33263632091316014,1.0,0.33565573354025147,0.0,0.33172091197323156,0.3326399616293005,0.0,0.33563911753731807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3e-06,3e-05,0.0,24.18120917758426,18.204244330122663,3.8100518084861137,3.8100518084861137,3.8100518084861137,0.0,0.0,0.33294130338204875,5.687872712676589,0.1731735838426126,3.8690235195933163,0.07871860492269735,0.00027121173145526364,0.0,0.6469226978920601,0.0,0.0,0.0,0.0,0.0,2.135732766744253,49.768632940343906,49.71218490600586,49.71218490600586,49.9067497253418,1.0000001192092896,0.006098437123000622,0.9204703569412231,1.0191997289657593,0.3298696279525757,0.0036368968430906534,0.0,0.0,0.0,0.0,0.0,1.0,0.32898243859007553,0.33156696606326747,1.0,0.3394777484842249,0.0,0.3289879592689308,0.3315793098630132,0.0,0.3394327284516515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.000000000000001e-06,4e-05,0.0,25.799789944210566,19.74622919752791,3.8305094306533403,3.8305094306533403,3.8305094306533403,0.0,0.0,0.33296404255403056,5.838241274292405,0.17307665742732384,3.996734522484444,0.07976517826318741,0.00026510353829409624,0.0,0.6468841449634449,0.0,0.0,0.0,0.0,0.0,2.1435263994577767,49.61963509224557,49.518367767333984,49.61518478393555,49.71218490600586,0.9999999403953552,0.005215961020439863,0.9404651522636414,1.0160866975784302,0.32763832807540894,0.004722306039184332,0.0,0.0,0.0,0.0,0.0,1.0,0.3262718706517606,0.3299500160926097,1.0,0.34382246474961975,0.0,0.3262822837442965,0.32997545116656535,0.0,0.34374226428366994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5e-06,5e-05,0.0,24.89649687586604,18.91851145512349,3.7835920694712044,3.7835920694712044,3.7835920694712044,0.0,0.0,0.33221827809875076,5.7554891173904,0.17303313234367887,3.9360334551012195,0.08057129866368062,0.00026138885673513085,0.0,0.647034316449552,0.0,0.0,0.0,0.0,0.0,2.154931944769782,49.353355407714844,49.133018493652344,49.3253173828125,49.518367767333984,0.9999998211860657,0.004409835673868656,0.9442534446716309,1.0223678350448608,0.32449159026145935,0.00659618154168129,0.0,0.0,0.0,0.0,0.0,1.0,0.3224477115515116,0.3276829067114237,1.0,0.3499229614799087,0.0,0.32245944722278697,0.327719127004211,0.0,0.3498214241620657,250.5560920212295,374.20330472447813,0.6733543906538844,-115.26706708132566,250.55609178360663,323.11761279213437,388.2871041997407,425.6334262520005,195.89469528198242,145.77629198769267,552.7131350973378,0.03723846265023486,0.2468025205333699,0.2684211462493785,0.2906515887481655,0.0,0.33058837508126243,0.28855704643672425,0.1716031626396778,1.3909464452659013,0.7363233300355428,0.7826389652266315,0.831446264336228,0.23632333003554284,-0.01736103477336859,-0.11855373566377192,0.0,0.0,0.532967032967033,0.46703296703296704,1.0,2.33382422714443,2.2756634459390743,2.2327263872702043,-8.000429153442383,0.0003352625062689185
6,6e-06,6e-05,0.05,24.730051530374062,18.744677234340358,3.7673851348258354,3.7673851348258354,3.7679147720336914,0.0,0.0,0.3346071492981266,5.83251259777997,0.17283099245380712,3.9750402199255452,0.08000876140352842,0.00023702128296340438,0.0,0.6370311476088859,0.0,0.0,0.0,0.0,0.0,2.187284160304714,48.808449616303314,48.46584701538086,48.845970153808594,49.133018493652344,1.0,0.004179521929472685,0.9578560590744019,1.0396350622177124,0.32548171281814575,0.0067732566967606544,0.0,0.0,1.652782159882623,0.9757613378602106,0.40962495751436045,1.0,0.32472250429359645,0.3228446841239929,1.0,0.35247933945140325,0.0,0.3247310116484359,0.32290773536707906,0.0,0.3523612521790169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7e-06,7e-05,0.1,25.346711725802034,19.345257965294092,3.8126526781030603,3.8126526781030603,3.813966937967249,0.0,0.0,0.3322233235513842,5.768541400497024,0.17270346348350113,3.896669258942475,0.07955863789932148,0.0002270811705415867,0.0,0.6512696984651927,0.0,0.0,0.0,0.0,0.0,2.2244112104982943,48.01869469719964,47.43569564819336,48.08868408203125,48.56059646606445,1.0,0.007502593100070953,0.9630258679389954,1.0959886312484741,0.3345770239830017,0.01074406411498785,0.0,0.0,1.608966849945687,0.6389529930578696,0.6028799517656698,1.0,0.3384065007841265,0.31576732203767105,1.0,0.3458456155416128,0.0,0.3383575049606529,0.3158657043366819,0.0,0.34577679311906967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.000000000000001e-06,8e-05,0.15,26.195761989902806,20.1947156803028,3.7734903580433614,3.7734903580433614,3.7755971019332475,0.0,0.0,0.3348200901134594,5.914702550784962,0.172550520381412,3.937133331556578,0.07764154652485976,0.00022680471246948818,0.0,0.6733868766475368,0.0,0.0,0.0,0.0,0.0,2.291237992209357,46.6946413194811,45.618465423583984,46.79157257080078,47.62135314941406,1.0000001192092896,0.015595883131027222,0.940320611000061,1.2232476472854614,0.34858864545822144,0.024193119257688522,0.0,0.0,1.5147887210588198,0.45903332974459676,0.6969654425313269,1.0,0.35930683564495397,0.3057827272930661,1.0,0.33494121158445206,0.0,0.3591020920792142,0.3059483428259154,0.0,0.33494956670580683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9e-06,9e-05,0.2,25.67663288116455,19.7522170736983,3.794047007689605,3.794047007689605,3.795381513801781,0.0,0.0,0.33443800984202204,5.664360046386719,0.17251195053796511,3.697691894866325,0.07737450372125651,0.00023530410937776133,0.0,0.6953173440855902,0.0,0.0,0.0,0.0,0.0,2.3914111755989693,44.471516789616764,42.604209899902344,44.648826599121094,46.066139221191406,0.9999999403953552,0.036283597350120544,0.8632849454879761,1.5776981115341187,0.36332985758781433,0.04065663740038872,0.0,0.0,1.2265274782438536,0.33277725126292257,0.7286834113660509,1.0,0.38113229983561747,0.29612094405535105,1.0,0.32279824646743566,0.0,0.38053735204645106,0.2964862230661753,0.0,0.32297643052565084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1e-05,0.0001,0.25,23.42327646307043,17.721266720746016,3.7759693635476603,3.7759693635476603,3.772363604726018,0.0,0.0,0.3321696463468912,5.161490311493745,0.17204437626374736,3.1846412839116276,0.07537905277835356,0.0002831114724284743,0.0,0.7158500374974431,0.0,0.0,0.0,0.0,0.0,2.589601710035994,41.01811692521379,37.232704162597656,41.617286682128906,44.04254913330078,1.0,0.10404939204454422,0.725993275642395,2.4851295948028564,0.37551578879356384,0.07245542854070663,0.0,0.0,0.9091203357722308,0.23647016327123385,0.7398912399529928,1.0,0.39849121747790156,0.29148812229568893,1.0,0.31075779167381495,0.0,0.39644592839318354,0.2922901511192322,0.0,0.3112639245149252,250.52074895586287,373.79334723154744,0.6757590517494633,-113.53660040635329,250.52074823807925,323.3930328848353,388.7673157473345,426.23764099347295,197.0861543927874,146.40275440659633,550.635171973187,0.03616661105861907,0.27298551135544474,0.18888634590650877,0.323209453701697,0.0,0.3832148206285801,0.28990125460432903,0.16856659137009347,1.3865249789116583,0.7198160565754278,0.763951485837822,0.8325638488879118,0.2198160565754278,-0.036048514162178025,-0.11743615111208816,0.0,0.0,0.532967032967033,0.46703296703296704,1.0,2.33447204710363,2.2764755965589165,2.233474592913638,-8.000035285949707,0.00033539452124387026
